"Occupation Title","Occupation Code","Employment 2020","Employment 2030","Employment Change, 2020-2030","Employment Percent Change, 2020-2030","Occupational Openings, 2020-2030 Annual Average","Median Annual Wage 2020","Typical Entry-Level Education","Education Code","Work Experience in a Related Occupation","Workex Code","Typical on-the-job Training","trCode"
"Metal workers and plastic workers, all other    * Electrical Discharge Machine Setup Operator* Metal Rivet Machine Operator* Tin Recovery Worker","=""51-4199""","21.4","21.0","-0.4","-2.0","2.1","35,520","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Metal-refining furnace operators and tenders    * Electric Arc Furnace Operator* Melt Room Operator* Smelter Operator","=""51-4051""","15.1","15.5","0.4","2.6","1.4","44,610","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Meter readers, utilities    * Electric Meter Reader* Gas Meter Reader* Water Meter Reader","=""43-5041""","27.0","24.7","-2.3","-8.6","1.7","41,940","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Microbiologists    * Bacteriologist* Clinical Microbiologist* Medical Microbiologist* Microbiological Analyst* Public Health Microbiologist* Quality Control Microbiologist* Virologist","=""19-1022""","21.4","22.4","1.0","4.6","2.0","84,400","Bachelor's degree","3","None","4","None","6"
"Middle school teachers, except special and career/technical education    * 7th Grade Social Studies Teacher* Junior High School Teacher* Middle School PE Teacher* Middle School Science Teacher","=""25-2022""","598.5","643.3","44.8","7.5","48.4","60,810","Bachelor's degree","3","None","4","None","6"
"Milling and planing machine setters, operators, and tenders, metal and plastic    * Metal Milling Machine Operator* Metal Rotary Head Milling Machine Setup Operator* Plastic Thread Milling Machine Setup Operator","=""51-4035""","15.7","13.3","-2.4","-15.1","1.2","43,150","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Millwrights    * Construction Millwright* Machine Erector* Machinery Dismantler* Maintenance Millwright* Manufacturing Millwright","=""49-9044""","44.2","48.7","4.6","10.3","4.4","57,260","High school diploma or equivalent","7","None","4","Apprenticeship","2"
"Mining and geological engineers, including mining safety engineers    * Geophysical Engineer* Mineral Engineer* Mining Engineer* Seismic Engineer","=""17-2151""","6.3","6.6","0.2","3.9","0.4","93,800","Bachelor's degree","3","None","4","None","6"
"Miscellaneous assemblers and fabricators","=""51-2090""","1,262.8","1,178.2","-84.6","-6.7","125.2","33,550","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Miscellaneous construction and related workers","=""47-4090""","32.9","35.6","2.7","8.1","4.2","39,660","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Miscellaneous entertainers and performers, sports and related workers","=""27-2090""","33.7","45.2","11.4","33.8","4.9","N/A","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Miscellaneous first-line supervisors, protective service workers","=""33-1090""","81.4","89.8","8.3","10.2","9.0","52,650","High school diploma or equivalent","7","Less than 5 years","2","None","6"
"Mixing and blending machine setters, operators, and tenders    * Asphalt Blender* Clay Mixer* Concrete Batcher* Dye Mixer* Glue Mixer* Ink Blender* Ink Mixer* Plaster Mixer* Resin Mixer","=""51-9023""","118.1","122.7","4.6","3.9","13.5","38,690","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Mobile heavy equipment mechanics, except engines    * Bulldozer Mechanic* Construction Equipment Mechanic* Dragline Mechanic* Forklift Mechanic* Forklift Technician","=""49-3042""","152.1","169.9","17.8","11.7","17.5","55,350","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Model makers, metal and plastic    * Metal Mockup Maker* Plastic Jig and Fixture Builder","=""51-4061""","3.4","3.3","-0.2","-4.9","0.3","54,780","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Model makers, wood    * Architectural Wood Model Maker","=""51-7031""","1.0","1.3","0.4","38.6","0.1","64,050","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Models    * Artist's Model* Clothes Model* Fashion Model* Figure Model* Hand Model* Hat Model* Model* Photographer's Model* Studio Model","=""41-9012""","2.7","3.0","0.3","11.4","0.5","31,910","No formal educational credential","8","None","4","None","6"
"Molders, shapers, and casters, except metal and plastic    * Almond Paste Molder* Burial Vault Maker* Cigar Roller* Clay Modeler* Concrete Vault Maker* Glass Bender* Glass Block Bender* Glass Blower* Glass Presser* Glass Tube Bender* Mannequin Mold Maker* Neon Glass Bender* Neon Glass Blower* Neon Molder* Neon Tube Bender* Rubber Molder* Stone Carver","=""51-9195""","46.3","53.3","7.0","15.1","5.7","35,440","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic    * Aluminum Molding Machine Operator* Blow Mold Operator* Compression Molding Machine Operator* Plastic Cup Fabricating Machine Operator","=""51-4072""","157.7","148.2","-9.6","-6.1","14.4","33,100","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Morticians, undertakers, and funeral arrangers    * Certified Mortician* Funeral Arrangement Director* Funeral Arranger* Funeral Director* Licensed Funeral Director","=""39-4031""","25.0","26.1","1.0","4.1","3.1","54,100","Associate's degree","4","None","4","Long-term on-the-job training","3"
"Motion picture projectionists    * Chief Projectionist* Film Projector Operator* Motion Picture Operator* Motion Picture Projectionist* Movie Projectionist* Projector Booth Operator* Stereoptician","=""39-3021""","1.7","2.9","1.2","70.5","0.6","27,490","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Motor vehicle operators, all other    * Assembly Line Driver* Ice-Resurfacing Machine Operators* Motorcycle Deliverer* Street Cleaning Equipment Operator* Street Sweeper Operator","=""53-3099""","59.6","65.7","6.2","10.3","10.6","37,170","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Motorboat mechanics and service technicians    * Certified Marine Mechanic* Marine Propulsion Technician* Marine Technician* Motorboat Mechanic* Outboard Motor Mechanic* Outboard Technician","=""49-3051""","21.7","24.6","2.9","13.3","2.8","43,320","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Motorboat operators    * Launch Operator* Motorboat Operator* Outboard Motorboat Operator* Speedboat Driver* Speedboat Operator* Water Taxi Ferry Operator* Water Taxi Operator","=""53-5022""","2.6","3.0","0.4","14.7","0.3","55,910","Postsecondary nondegree award","5","Less than 5 years","2","None","6"
"Motorcycle mechanics    * ATV Technician* All Terrain Vehicle Technician* Motor Scooter Mechanic* Motorcycle Mechanic* Motorcycle Repairer* Motorcycle Service Technician* Motorcycle Technician* Scooter Mechanic","=""49-3052""","14.0","15.4","1.4","9.6","1.7","38,010","Postsecondary nondegree award","5","None","4","Short-term on-the-job training","5"
"Multiple machine tool setters, operators, and tenders, metal and plastic    * Combination Machine Tool Operator* Multi-operation Forming Machine Setter","=""51-4081""","138.4","150.2","11.8","8.6","15.6","37,510","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Museum technicians and conservators    * Art Conservator* Art Preparator* Conservation Technician* Ethnographic Materials Conservator* Museum Exhibit Technician* Objects Conservator* Paintings Conservator* Paper Conservator* Textile Conservator","=""25-4013""","13.5","16.3","2.8","20.6","1.9","45,710","Bachelor's degree","3","None","4","None","6"
"Music directors and composers    * Choir Director* Choirmaster* Chorus Master* Composer* Jingle Writer* Maestro* Music Adapter* Music Arranger* Music Copyist* Music Director* Music Minister* Music Pastor* Orchestra Conductor* Orchestra Director* Orchestrator* Songwriter","=""27-2041""","48.1","51.2","3.0","6.3","6.0","52,250","Bachelor's degree","3","Less than 5 years","2","None","6"
"Musical instrument repairers and tuners    * Accordion Repairer* Band Instrument Repair Technician* Banjo Repairer* Bow Rehairer* Brass and Wind Instrument Repairer* Chip Tuner* Fretted String Instrument Repairer* Guitar Builder* Guitar Repairer* Keyboard Instrument Repairer* Luthier* Mandolin Repairer* Organ Installer* Organ Tuner* Percussion Instrument Repairer* Piano Regulator* Piano Technician* Piano Tuner* Pipe Organ Technician* Stringed Instrument Repairer* Tone Regulator* Violin Repairer","=""49-9063""","7.8","7.5","-0.3","-3.9","0.8","36,810","High school diploma or equivalent","7","None","4","Apprenticeship","2"
"Musicians and singers    * Accompanist* Baritone* Bassoonist* Bugler* Cellist* Choir Member* Church Organist* Clarinetist* Concert Pianist* Concert Singer* Double Bass Player* English Horn Player* Flutist* Guitar Player* Guitarist* Harpist* Horn Player* Instrumentalist* Musician* Oboist* Opera Singer* Organist* Percussionist* Pianist* Piano Player* Piccoloist* Rapper* Soloist* Tenor* Timpanist* Trombonist* Trumpet Player* Trumpeter* Violinist* Violist* Vocalist","=""27-2042""","157.3","174.8","17.5","11.1","20.8","N/A","No formal educational credential","8","None","4","Long-term on-the-job training","3"
"Natural sciences managers    * Agricultural Research Director* Geochemical Manager* Geophysical Manager* Ocean Program Administrator","=""11-9121""","79.0","83.5","4.5","5.8","6.0","137,940","Bachelor's degree","3","5 years or more","1","None","6"
"Network and computer systems administrators","=""15-1244""","350.3","369.1","18.8","5.4","24.9","84,810","Bachelor's degree","3","None","4","None","6"
"New accounts clerks    * Banking Services Clerk* New Accounts Banking Representative* New Client Banking Services Clerk","=""43-4141""","46.1","38.4","-7.7","-16.7","3.2","37,750","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"News analysts, reporters, and journalists","=""27-3023""","46.7","49.5","2.8","6.0","5.4","49,300","Bachelor's degree","3","None","4","None","6"
"Nuclear engineers    * Atomic Process Engineer* Nuclear Engineer* Nuclear Radiation Engineer* Nuclear Steam Supply System Engineer* Radiation Engineer* Reactor Engineer* Reactor Projects Engineer","=""17-2161""","17.2","15.8","-1.5","-8.4","0.9","116,140","Bachelor's degree","3","None","4","None","6"
"Nuclear medicine technologists    * Certified Nuclear Medicine Technologist* Isotope Technologist* Nuclear Cardiology Technologist* Nuclear Medical Technologist* Radioisotope Technologist* Registered Nuclear Medicine Technologist","=""29-2033""","18.3","19.7","1.4","7.8","1.5","79,590","Associate's degree","4","None","4","None","6"
"Nuclear power reactor operators    * Nuclear Control Room Operator* Nuclear Reactor Operator* Nuclear Station Operator* Reactor Operator","=""51-8011""","5.3","3.6","-1.8","-32.9","0.2","104,040","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Nuclear technicians    * Nuclear Monitoring Technician* Nuclear Technician* Radiation Protection Technician* Radiochemical Technician","=""19-4051""","6.6","5.8","-0.8","-12.4","0.7","84,190","Associate's degree","4","None","4","Moderate-term on-the-job training","4"
"Nurse anesthetists    * Certified Registered Nurse Anesthetist* Certified Registered Nurse Anesthetist (CRNA)* DNAP* Doctor of Nurse Anesthesia Practice* Nurse Anesthetist","=""29-1151""","44.2","49.8","5.6","12.6","2.9","183,580","Master's degree","2","None","4","None","6"
"Nurse midwives    * Certified Nurse Midwife* Certified Nurse Midwife (CNM)","=""29-1161""","7.3","8.2","0.8","11.3","0.5","111,130","Master's degree","2","None","4","None","6"
"Nurse practitioners    * Acute Care Nurse Practitioner* Adult Nurse Practitioner* Cardiology Nurse Practitioner* Certified Nurse Practitioner* Certified Pediatric Nurse Practitioner* Certified Registered Nurse Practitioner* Dermatology Nurse Practitioner* Electrophysiology Nurse Practitioner* Emergency Medicine Nurse Practitioner* Family Health Nurse Practitioner* Family Practice Nurse Practitioner* Gastroenterology Nurse Practitioner* Gerontological Nurse Practitioner* Internal Medicine Nurse Practitioner* NP* Neurosurgical Nurse Practitioner* Nurse Practitioner* Obstetrics-Gynecology Nurse Practitioner* Orthopedic Nurse Practitioner* Palliative Care Nurse Practitioner* Pediatric Nurse Practitioner* Surgical Nurse Practitioner","=""29-1171""","220.3","335.2","114.9","52.2","26.0","111,680","Master's degree","2","None","4","None","6"
"Nursing assistants","=""31-1131""","1,396.7","1,512.0","115.3","8.3","187.0","30,850","Postsecondary nondegree award","5","None","4","None","6"
"Nursing instructors and teachers, postsecondary    * Advanced Nursing Professor* Clinical Nursing Instructor* Clinical Nursing Professor* Registered Nursing Professor","=""25-1072""","72.6","88.9","16.3","22.4","9.0","75,470","Doctoral or professional degree","1","Less than 5 years","2","None","6"
