,occ_code,occ_title,occ_group,tot_emp,h_mean,h_median,a_median,year
585,31-1014,Nursing Assistants,detailed,1453670,13.72,13.23,27520,2017
586,31-1015,Orderlies,detailed,52630,13.94,13.07,27180,2017
587,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,188850,23.7,24.28,50510,2017
589,31-2011,Occupational Therapy Assistants,detailed,41650,28.59,28.51,59310,2017
590,31-2012,Occupational Therapy Aides,detailed,7740,16.24,14.04,29200,2017
592,31-2021,Physical Therapist Assistants,detailed,90170,27.7,27.61,57430,2017
593,31-2022,Physical Therapist Aides,detailed,49290,13.42,12.37,25730,2017
594,31-9000,Other Healthcare Support Occupations,minor,1531520,17.14,16.31,33920,2017
596,31-9011,Massage Therapists,detailed,103300,21.61,19.23,39990,2017
598,31-9091,Dental Assistants,detailed,337160,18.6,18.09,37630,2017
599,31-9092,Medical Assistants,detailed,646320,16.15,15.61,32480,2017
600,31-9093,Medical Equipment Preparers,detailed,53920,17.82,17,35370,2017
601,31-9094,Medical Transcriptionists,detailed,55880,17.5,16.95,35250,2017
602,31-9095,Pharmacy Aides,detailed,35960,13.96,12.56,26120,2017
603,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,84400,13.26,12.57,26140,2017
604,31-9097,Phlebotomists,detailed,122550,16.69,16.19,33670,2017
605,31-9099,"Healthcare Support Workers, All Other",detailed,92030,18.56,17.89,37220,2017
606,33-0000,Protective Service Occupations,major,3408680,22.69,19.01,39550,2017
607,33-1000,Supervisors of Protective Service Workers,minor,280260,35.97,33.38,69440,2017
609,33-1011,First-Line Supervisors of Correctional Officers,detailed,42280,32.15,30.05,62500,2017
610,33-1012,First-Line Supervisors of Police and Detectives,detailed,104860,44.03,42.26,87910,2017
612,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,58690,38.19,36.62,76170,2017
614,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,74430,25.02,23.77,49430,2017
615,33-2000,Fire Fighting and Prevention Workers,minor,333760,25.13,23.76,49410,2017
617,33-2011,Firefighters,detailed,319860,24.97,23.6,49080,2017
619,33-2021,Fire Inspectors and Investigators,detailed,11940,29.93,28.49,59260,2017
620,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,1960,22.11,17.97,37380,2017
621,33-3000,Law Enforcement Workers,minor,1235290,28.75,26.21,54520,2017
623,33-3011,Bailiffs,detailed,18480,22.21,20.65,42960,2017
624,33-3012,Correctional Officers and Jailers,detailed,428870,22.88,20.93,43540,2017
626,33-3021,Detectives and Criminal Investigators,detailed,105350,40.06,38.45,79970,2017
628,33-3031,Fish and Game Wardens,detailed,6020,28.16,27.12,56410,2017
630,33-3041,Parking Enforcement Workers,detailed,8660,19.63,18.76,39030,2017
632,33-3051,Police and Sheriff's Patrol Officers,detailed,662390,31,29.35,61050,2017
633,33-3052,Transit and Railroad Police,detailed,5520,34.27,33.79,70280,2017
634,33-9000,Other Protective Service Workers,minor,1559360,14.98,13.05,27150,2017
636,33-9011,Animal Control Workers,detailed,12700,18.07,17.08,35520,2017
638,33-9021,Private Detectives and Investigators,detailed,30980,26.48,24.38,50700,2017
640,33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,10290,17.39,15.99,33260,2017
641,33-9032,Security Guards,detailed,1105440,14.78,12.93,26900,2017
643,33-9091,Crossing Guards,detailed,76440,14.5,13.28,27630,2017
644,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,145660,11.33,10.24,21290,2017
645,33-9093,Transportation Security Screeners,detailed,42470,19.69,19.51,40580,2017
646,33-9099,"Protective Service Workers, All Other",detailed,135390,16.31,14.54,30240,2017
647,35-0000,Food Preparation and Serving Related Occupations,major,13193090,11.88,10.53,21910,2017
648,35-1000,Supervisors of Food Preparation and Serving Workers,minor,1058870,17.89,16.06,33400,2017
650,35-1011,Chefs and Head Cooks,detailed,131430,23.87,22.09,45950,2017
651,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,927440,17.05,15.37,31960,2017
652,35-2000,Cooks and Food Preparation Workers,minor,3207700,12.04,11.36,23620,2017
654,35-2011,"Cooks, Fast Food",detailed,503780,10.39,10.12,21040,2017
655,35-2012,"Cooks, Institution and Cafeteria",detailed,404120,13.2,12.43,25860,2017
656,35-2013,"Cooks, Private Household",detailed,500,20.67,18.4,38280,2017
657,35-2014,"Cooks, Restaurant",detailed,1276510,12.71,12.1,25180,2017
658,35-2015,"Cooks, Short Order",detailed,174230,11.57,10.93,22740,2017
659,35-2019,"Cooks, All Other",detailed,15870,14.38,13.46,27990,2017
661,35-2021,Food Preparation Workers,detailed,832690,11.49,10.93,22730,2017
662,35-3000,Food and Beverage Serving Workers,minor,7515370,11.16,9.86,20500,2017
664,35-3011,Bartenders,detailed,613350,12.63,10.43,21690,2017
666,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,3576220,10.21,9.7,20180,2017
667,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,476940,10.83,10.23,21280,2017
669,35-3031,Waiters and Waitresses,detailed,2584220,12.15,10.01,20820,2017
671,35-3041,"Food Servers, Nonrestaurant",detailed,264630,11.61,10.73,22320,2017
672,35-9000,Other Food Preparation and Serving Related Workers,minor,1411160,10.86,10.33,21490,2017
674,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,436730,11.08,10.18,21160,2017
676,35-9021,Dishwashers,detailed,503540,10.68,10.34,21500,2017
678,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,414540,10.72,10.06,20930,2017
680,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,56350,11.72,10.88,22620,2017
681,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4424440,13.91,12.32,25620,2017
682,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,255410,21.82,20.28,42190,2017
684,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,155090,20.37,18.86,39230,2017
685,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,100320,24.05,22.61,47030,2017
686,37-2000,Building Cleaning and Pest Control Workers,minor,3176790,13.06,11.71,24360,2017
688,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,2164040,13.41,12.02,24990,2017
689,37-2012,Maids and Housekeeping Cleaners,detailed,922660,11.84,10.99,22860,2017
690,37-2019,"Building Cleaning Workers, All Other",detailed,14970,15.23,13.97,29060,2017
692,37-2021,Pest Control Workers,detailed,75130,17.6,16.52,34370,2017
693,37-3000,Grounds Maintenance Workers,minor,992240,14.58,13.51,28110,2017
695,37-3011,Landscaping and Groundskeeping Workers,detailed,912360,14.28,13.31,27670,2017
696,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,25900,17.97,16.74,34830,2017
697,37-3013,Tree Trimmers and Pruners,detailed,41140,18.55,17.53,36460,2017
698,37-3019,"Grounds Maintenance Workers, All Other",detailed,12840,16.75,14.45,30060,2017
699,39-0000,Personal Care and Service Occupations,major,5159100,13.11,11.35,23610,2017
700,39-1000,Supervisors of Personal Care and Service Workers,minor,244300,20.04,18.51,38500,2017
701,39-1010,First-Line Supervisors of Gaming Workers,detailed,30670,23.85,23.49,48850,2017
704,39-1021,First-Line Supervisors of Personal Service Workers,detailed,213620,19.5,18.01,37450,2017
705,39-2000,Animal Care and Service Workers,minor,204850,12.42,11.13,23160,2017
707,39-2011,Animal Trainers,detailed,14340,16.71,13.88,28880,2017
709,39-2021,Nonfarm Animal Caretakers,detailed,190520,12.1,11.03,22950,2017
710,39-3000,Entertainment Attendants and Related Workers,minor,586270,11.25,10.09,20990,2017
712,39-3011,Gaming Dealers,detailed,94260,11.02,9.53,19820,2017
713,39-3012,Gaming and Sports Book Writers and Runners,detailed,11210,13.25,11.55,24030,2017
714,39-3019,"Gaming Service Workers, All Other",detailed,9660,14.38,13,27040,2017
716,39-3021,Motion Picture Projectionists,detailed,5700,11.92,10.6,22050,2017
718,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,124710,10.85,10.01,20820,2017
720,39-3091,Amusement and Recreation Attendants,detailed,310970,10.94,10.13,21060,2017
721,39-3092,Costume Attendants,detailed,6430,22.93,20.49,42620,2017
722,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,17950,12.34,10.98,22830,2017
723,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,5390,13.95,11.63,24200,2017
724,39-4000,Funeral Service Workers,minor,64630,19.12,15.53,32300,2017
726,39-4011,Embalmers,detailed,4200,21.65,20.57,42780,2017
728,39-4021,Funeral Attendants,detailed,34970,13.04,12.04,25050,2017
730,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,25460,27.07,24.93,51850,2017
731,39-5000,Personal Appearance Workers,minor,536550,14.35,11.73,24410,2017
733,39-5011,Barbers,detailed,18810,14.65,12.33,25650,2017
734,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,351910,14.66,11.95,24850,2017
736,39-5091,"Makeup Artists, Theatrical and Performance",detailed,3540,33.32,28.51,59300,2017
737,39-5092,Manicurists and Pedicurists,detailed,104020,12.01,11.17,23230,2017
738,39-5093,Shampooers,detailed,13330,10.41,9.77,20320,2017
739,39-5094,Skincare Specialists,detailed,44940,16.89,14.46,30080,2017
740,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,78370,14,12.36,25700,2017
742,39-6011,Baggage Porters and Bellhops,detailed,42620,12.55,11.17,23230,2017
743,39-6012,Concierges,detailed,35750,15.72,14.49,30150,2017
744,39-7000,Tour and Travel Guides,minor,46140,14.03,12.39,25770,2017
745,39-7010,Tour and Travel Guides,detailed,46140,14.03,12.39,25770,2017
747,39-9000,Other Personal Care and Service Workers,minor,3397990,12.63,11.29,23480,2017
749,39-9011,Childcare Workers,detailed,562420,11.42,10.72,22290,2017
751,39-9021,Personal Care Aides,detailed,2035610,11.59,11.11,23100,2017
753,39-9031,Fitness Trainers and Aerobics Instructors,detailed,280080,21.02,18.85,39210,2017
754,39-9032,Recreation Workers,detailed,352350,13.44,11.8,24540,2017
756,39-9041,Residential Advisors,detailed,110720,13.87,12.9,26830,2017
758,39-9099,"Personal Care and Service Workers, All Other",detailed,56820,13.35,12.45,25900,2017
759,41-0000,Sales and Related Occupations,major,14522580,19.56,12.99,27020,2017
760,41-1000,Supervisors of Sales Workers,minor,1452010,24.27,20.12,41860,2017
762,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1200180,20.95,18.54,38550,2017
763,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,251830,40.08,34.45,71650,2017
764,41-2000,Retail Sales Workers,minor,8729350,12.29,10.77,22400,2017
766,41-2011,Cashiers,detailed,3564920,10.64,10.11,21030,2017
767,41-2012,Gaming Change Persons and Booth Cashiers,detailed,24050,12.48,11.5,23910,2017
769,41-2021,Counter and Rental Clerks,detailed,445530,14.3,12.41,25820,2017
770,41-2022,Parts Salespersons,detailed,252770,15.83,14.13,29380,2017
772,41-2031,Retail Salespersons,detailed,4442090,13.2,11.16,23210,2017
773,41-3000,"Sales Representatives, Services",minor,1983790,33.5,25.22,52460,2017
775,41-3011,Advertising Sales Agents,detailed,136520,29.34,23.89,49680,2017
777,41-3021,Insurance Sales Agents,detailed,386320,32.21,23.9,49710,2017
779,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,389610,46.85,30.66,63780,2017
781,41-3041,Travel Agents,detailed,67330,19.64,17.78,36990,2017
783,41-3099,"Sales Representatives, Services, All Other",detailed,1004020,30.31,25.24,52510,2017
784,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,1718580,34.88,29.01,60340,2017
786,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,327190,44.24,37.9,78830,2017
787,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,1391400,32.67,27.39,56970,2017
788,41-9000,Other Sales and Related Workers,minor,638860,23.72,16.17,33630,2017
790,41-9011,Demonstrators and Product Promoters,detailed,84780,15.3,13.01,27060,2017
791,41-9012,Models,detailed,3710,15.32,11.01,22900,2017
793,41-9021,Real Estate Brokers,detailed,40530,36.5,27.28,56730,2017
794,41-9022,Real Estate Sales Agents,detailed,147960,28.67,22.11,45990,2017
796,41-9031,Sales Engineers,detailed,70820,51.42,47.46,98720,2017
798,41-9041,Telemarketers,detailed,189670,13.3,11.76,24460,2017
800,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,7520,13.59,11.45,23810,2017
801,41-9099,"Sales and Related Workers, All Other",detailed,93860,19.32,16.3,33890,2017
802,43-0000,Office and Administrative Support Occupations,major,21965480,18.24,16.7,34740,2017
803,43-1000,Supervisors of Office and Administrative Support Workers,minor,1458380,28.14,26.47,55060,2017
805,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,1458380,28.14,26.47,55060,2017
806,43-2000,Communications Equipment Operators,minor,88680,15.09,14.02,29160,2017
808,43-2011,"Switchboard Operators, Including Answering Service",detailed,80380,14.69,13.8,28700,2017
810,43-2021,Telephone Operators,detailed,6310,18.47,17.46,36320,2017
812,43-2099,"Communications Equipment Operators, All Other",detailed,1980,20.63,19.94,41480,2017
813,43-3000,Financial Clerks,minor,3044000,18.55,17.56,36520,2017
815,43-3011,Bill and Account Collectors,detailed,271700,18.1,16.99,35330,2017
817,43-3021,Billing and Posting Clerks,detailed,476010,18.49,17.72,36860,2017
819,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1532340,19.76,18.87,39240,2017
821,43-3041,Gaming Cage Workers,detailed,17030,13.57,12.65,26320,2017
823,43-3051,Payroll and Timekeeping Clerks,detailed,152990,21.61,21.1,43890,2017
825,43-3061,Procurement Clerks,detailed,70510,20.35,20.15,41910,2017
827,43-3071,Tellers,detailed,491150,13.89,13.52,28110,2017
829,43-3099,"Financial Clerks, All Other",detailed,32260,20.49,19.22,39970,2017
830,43-4000,Information and Record Clerks,minor,5694680,16.79,15.51,32270,2017
832,43-4011,Brokerage Clerks,detailed,58930,25.41,23.94,49800,2017
834,43-4021,Correspondence Clerks,detailed,6370,18.32,17.61,36620,2017
836,43-4031,"Court, Municipal, and License Clerks",detailed,133330,19.11,17.93,37300,2017
838,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,34350,19.07,17.93,37290,2017
840,43-4051,Customer Service Representatives,detailed,2767790,17.14,15.81,32890,2017
842,43-4061,"Eligibility Interviewers, Government Programs",detailed,140590,21.45,21.35,44400,2017
844,43-4071,File Clerks,detailed,118840,15.48,14.48,30120,2017
846,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,253540,11.66,10.99,22850,2017
848,43-4111,"Interviewers, Except Eligibility and Loan",detailed,189600,16.62,15.92,33110,2017
850,43-4121,"Library Assistants, Clerical",detailed,94140,13.54,12.41,25810,2017
852,43-4131,Loan Interviewers and Clerks,detailed,227430,19.52,18.78,39060,2017
854,43-4141,New Accounts Clerks,detailed,41680,17.58,16.95,35260,2017
856,43-4151,Order Clerks,detailed,169120,16.99,16.11,33510,2017
858,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,134570,19.57,18.98,39480,2017
860,43-4171,Receptionists and Information Clerks,detailed,1014900,14.25,13.65,28390,2017
862,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,148220,19.16,17.44,36280,2017
864,43-4199,"Information and Record Clerks, All Other",detailed,161250,19.56,19.16,39860,2017
865,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,4152650,16.73,14.95,31100,2017
867,43-5011,Cargo and Freight Agents,detailed,89920,21.62,20.11,41820,2017
869,43-5021,Couriers and Messengers,detailed,76710,14.42,13.58,28250,2017
871,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,95450,20.2,19.06,39640,2017
872,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,198520,20.26,18.65,38790,2017
874,43-5041,"Meter Readers, Utilities",detailed,33860,20.87,18.86,39240,2017
876,43-5051,Postal Service Clerks,detailed,82890,23.91,28.15,58550,2017
877,43-5052,Postal Service Mail Carriers,detailed,336900,24.05,27.4,57000,2017
878,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,111960,24.12,27.53,57260,2017
880,43-5061,"Production, Planning, and Expediting Clerks",detailed,336000,23.57,22.44,46670,2017
882,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,671780,16.25,15.29,31810,2017
884,43-5081,Stock Clerks and Order Fillers,detailed,2046040,13.2,11.77,24470,2017
886,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,72630,15.54,14.51,30180,2017
887,43-6000,Secretaries and Administrative Assistants,minor,3613300,19.74,18.21,37870,2017
889,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,596080,28.56,27.6,57410,2017
